arm_id,B,density_scale,lcoe,lcoe_1cfe,beta,B_peak,p_fus,wall_load,magnet_capital,p_cryo,total_capital,cas72,fuel,beta_ok,net_positive,peak_field_ok,recirc_ok,tbr_ok,wall_load_ok,feasible
arm-nb3sn,3.125,0.51,340.7622855697545,334.10582942485524,0.11351234984608138,8.645833333333334,714.7695936714342,0.8144341500228018,307390900.1690248,7.008274999999999,3194823041.9363303,5288459.352685267,139722.45948675383,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.52,323.8610368908904,317.5511649331923,0.11573808219600455,8.645833333333334,743.0745795030982,0.8466858676130938,307390900.1690248,7.008274999999999,3246799174.5759916,5777603.768238416,145255.49036992784,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.53,308.7572774581609,302.75673941235704,0.11796381454592772,8.645833333333334,771.9291767101341,0.879563832146886,307390900.1690248,7.008274999999999,3299279369.7899027,6286042.321072826,150895.958745979,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.54,295.1788183743758,289.4560293568418,0.12018954689585089,8.645833333333334,801.3333852925423,0.9130680436241794,307390900.1690248,7.008274999999999,3352263180.273037,6813063.517622105,156643.86461490733,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.55,282.9057236678869,277.43367253375357,0.12241527924577408,8.645833333333334,831.2872052503228,0.9471985020449739,307390900.1690248,7.008274999999999,3405749983.7366824,7357949.520945526,162499.20797671296,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.56,271.7583443226044,266.5137527718554,0.12464101159569721,8.645833333333334,861.7906365834752,0.981955207409269,307390900.1690248,7.008274999999999,3459739025.031066,7919982.128217568,168461.9888313957,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.57,261.5884983176566,256.551164678719,0.12686674394562036,8.645833333333334,892.8436792919989,1.0173381597170637,307390900.1690248,7.008274999999999,3514229448.661941,8498447.825469842,174532.20717895537,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.58,252.27287172683953,247.42515279828947,0.12909247629554355,8.645833333333334,924.446333375896,1.0533473589683608,307390900.1690248,7.008274999999999,3569220324.0846133,9092642.01094014,180709.86301939248,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.59,243.70801429979156,239.03441180647786,0.1313182086454667,8.645833333333334,956.5985988351645,1.089982805163158,307390900.1690248,7.008274999999999,3624710665.5061393,9701872.476338495,186994.9563527066,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.6,235.80649721049085,231.29332451539076,0.13354394099538985,8.645833333333334,989.3004756698052,1.1272444983014562,307390900.1690248,7.008274999999999,3680699447.4699287,10325462.231322894,193387.48717889798,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
