case_id,arm_id,I_coil_A,n_e0,T_i0_keV,p_input_MW,is_baseline_point,R,a,availability,discount_rate,lcoe,lcoe_1cfe,p_fus,wall_load,beta,B_axis,B_peak,sigma_wp,total_capital,magnet_capital,heating_capital,overnight_capital,cas72,fuel,beta_ok,net_positive,peak_field_ok,recirc_ok,sustainment_ok,tbr_ok,wall_load_ok,wp_stress_ok,feasible
20260901-sustainment-fence:c0251,arm-grid-I-ne-p110,18000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,262.58180996656216,257.62424142596933,4015.241675843541,4.5751105955760485,0.02673648083273461,10.519480519480519,29.1038961038961,888008095.8003036,18221647586.631115,6303704727.272726,581119000.0,18221647586.631115,192889019.7086616,784895.5066777286,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260901-sustainment-fence:c0252,arm-grid-I-ne-p110,19000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,2409.234787513307,2358.6680357407986,1249.8658869040987,1.424142087542632,0.012258289222971872,11.103896103896103,30.720779220779217,989416427.728116,14923145180.115114,6650886545.454546,581119000.0,14923145180.115114,22227314.04797324,244322.55833634347,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0253,arm-grid-I-ne-p110,19000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1112.456387807947,1089.3888515891429,1554.7548534206383,1.7715435278036353,0.013940457895533893,11.103896103896103,30.720779220779217,989416427.728116,15404844031.771103,6650886545.454546,581119000.0,15404844031.771103,32096402.246064737,303921.9546302599,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0254,arm-grid-I-ne-p110,19000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,729.5055692786701,714.5952375965475,1880.534906576438,2.142749022602974,0.015612547208473087,11.103896103896103,30.720779220779217,989416427.728116,15895149539.7192,6650886545.454546,581119000.0,15895149539.7192,50159187.8319441,367605.1200610181,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0255,arm-grid-I-ne-p110,19000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,545.1353987149156,534.1139821401588,2225.325961579881,2.5356163357951984,0.01727566686178646,11.103896103896103,30.720779220779217,989416427.728116,16394609965.128647,6650886545.454546,581119000.0,16394609965.128647,64917113.47839859,435004.53749658796,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0256,arm-grid-I-ne-p110,19000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,439.6292956476094,430.87278627973,2587.548751938005,2.948345994409937,0.018930731067100304,11.103896103896103,30.720779220779217,989416427.728116,16902734867.56312,6650886545.454546,581119000.0,16902734867.56312,89798409.71097305,505811.49347107037,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0257,arm-grid-I-ne-p110,19000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,369.50510441470493,362.2252496089952,2965.8592321344427,3.379406544706842,0.020578504593217216,11.103896103896103,30.720779220779217,989416427.728116,17418893993.709225,6650886545.454546,581119000.0,17418893993.709225,109336333.1247788,579763.2552844849,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0258,arm-grid-I-ne-p110,19000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,321.98808576232227,315.7438602997258,3359.1005826134146,3.82747986493034,0.022219635467645424,11.103896103896103,30.720779220779217,989416427.728116,17942484016.75818,6650886545.454546,581119000.0,17942484016.75818,141194495.0694552,656633.6889840914,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0259,arm-grid-I-ne-p110,19000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,287.1095702956285,281.62988793640596,3766.2673754276598,4.291420334361689,0.02385467890617439,11.103896103896103,30.720779220779217,989416427.728116,18472963574.63059,6650886545.454546,581119000.0,18472963574.63059,176283756.67087224,736226.2545003733,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260901-sustainment-fence:c0260,arm-grid-I-ne-p110,20000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,3284.220109427933,3214.799754736965,1189.861218203037,1.355770612617506,0.011008143590894184,11.688311688311687,32.33766233766234,1096306291.111486,15395203070.233738,6998068363.636364,581119000.0,15395203070.233738,15086737.466541192,232592.90452085936,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0261,arm-grid-I-ne-p110,20000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1332.176885479791,1304.4378839739848,1475.9834932409353,1.6817886104958535,0.01251652670988167,11.688311688311687,32.33766233766234,1096306291.111486,15853520264.254204,6998068363.636364,581119000.0,15853520264.254204,29524362.954020683,288523.8063614007,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0262,arm-grid-I-ne-p110,20000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,838.1639584281577,820.8819225688695,1780.864851941479,2.0291813821380336,0.014015799188200064,11.688311688311687,32.33766233766234,1096306291.111486,16317912515.564077,6998068363.636364,581119000.0,16317912515.564077,39491890.76909615,348121.7154869041,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0263,arm-grid-I-ne-p110,20000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,617.2218669663453,604.6707398396466,2102.7620348469036,2.3959625950988435,0.015506999186697047,11.688311688311687,32.33766233766234,1096306291.111486,16789648293.445742,6998068363.636364,581119000.0,16789648293.445742,59658860.30136057,411045.86124747223,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0264,arm-grid-I-ne-p110,20000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,489.8780846513644,480.01155940715415,2440.2200336581263,2.780474360657454,0.01699097673105053,11.688311688311687,32.33766233766234,1096306291.111486,17268491844.77083,6998068363.636364,581119000.0,17268491844.77083,74125761.8654913,477011.82004713576,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0265,arm-grid-I-ne-p110,20000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,410.2037562970728,402.0606131325947,2792.007283515659,3.181313389574345,0.018468439021508836,11.688311688311687,32.33766233766234,1096306291.111486,17753972398.057964,6998068363.636364,581119000.0,17753972398.057964,100358457.90850195,545778.8467944571,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0266,arm-grid-I-ne-p110,20000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,355.0475154429981,348.1007457717058,3157.0687619594873,3.5972775513614774,0.019939982410945835,11.688311688311687,32.33766233766234,1096306291.111486,18245607323.097088,6998068363.636364,581119000.0,18245607323.097088,129174256.56288004,617140.706733185,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0267,arm-grid-I-ne-p110,20000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,313.50293582747895,307.4330323178973,3534.4912651007867,4.027326308705038,0.02140611563282834,11.688311688311687,32.33766233766234,1096306291.111486,18742953830.07594,6998068363.636364,581119000.0,18742953830.07594,151628967.86069465,690918.8876623396,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0268,arm-grid-I-ne-p110,21000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,4934.149732766381,4829.49769988636,1132.495810692448,1.290406406696801,0.009935861387942089,12.272727272727272,33.95454545454545,1208677685.9504132,15869875317.867048,7345250181.818181,581119000.0,15869875317.867048,13946055.2313803,221379.1708956377,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0269,arm-grid-I-ne-p110,21000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1625.1856765159253,1591.2120987430974,1401.0966359717786,1.5964598353382458,0.011295565042249253,12.272727272727272,33.95454545454545,1208677685.9504132,16306727441.29117,7345250181.818181,581119000.0,16306727441.29117,27089192.256053224,273884.99691354117,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0270,arm-grid-I-ne-p110,21000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,975.6051092470689,955.4024700837551,1686.5736051446381,1.9217425485341575,0.012647030641346283,12.272727272727272,33.95454545454545,1208677685.9504132,16746987958.094378,7345250181.818181,581119000.0,16746987958.094378,36409575.10971881,329689.75499617396,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0271,arm-grid-I-ne-p110,21000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,702.7890046126275,688.4205737687652,1987.3157262294835,2.264418924152875,0.013991225956944995,12.272727272727272,33.95454545454545,1208677685.9504132,17192956015.029785,7345250181.818181,581119000.0,17192956015.029785,54714500.878251955,388478.5300102293,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0272,arm-grid-I-ne-p110,21000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,550.7949221476225,539.6361106261844,2301.9860619958868,2.6229656078903854,0.015328938846334033,12.272727272727272,33.95454545454545,1208677685.9504132,17644675055.224136,7345250181.818181,581119000.0,17644675055.224136,68205582.94994555,449989.9787764943,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0273,arm-grid-I-ne-p110,21000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,456.9292872147062,447.7940330639001,2629.4584594432304,2.996099420565628,0.016660821496589963,12.272727272727272,33.95454545454545,1208677685.9504132,18101831929.760586,7345250181.818181,581119000.0,18101831929.760586,91961423.85241295,514003.962010369,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0274,arm-grid-I-ne-p110,21000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,391.1113382933687,383.3644155841983,2968.7721982984726,3.382725682989797,0.01798742143839188,12.272727272727272,33.95454545454545,1208677685.9504132,18564057476.77984,7345250181.818181,581119000.0,18564057476.77984,109486619.57470302,580332.6790546672,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0275,arm-grid-I-ne-p110,21000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,344.9297332334295,338.1920324289086,3319.0987114681616,3.7819002960539367,0.01930920393775399,12.272727272727272,33.95454545454545,1208677685.9504132,19030999067.19142,7345250181.818181,581119000.0,19030999067.19142,138813803.79057878,648814.1624261999,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0276,arm-grid-I-ne-p110,22000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,9055.552234560299,8862.791541857894,1077.8162382495075,1.2281025377291355,0.009009642359108432,12.857142857142856,35.57142857142857,1326530612.244898,16346829138.561535,7692432000.0,581119000.0,16346829138.561535,12857313.158905124,210690.46167653272,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0277,arm-grid-I-ne-p110,22000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,2032.0457992729876,1989.408332333823,1330.0929846576905,1.515555724533153,0.010241232143721314,12.857142857142856,35.57142857142857,1326530612.244898,16764521972.63432,7692432000.0,581119000.0,16764521972.63432,24794844.140447028,260005.27275909617,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0278,arm-grid-I-ne-p110,22000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1147.5192931722147,1123.6604790691447,1597.5841828093055,1.820344804166743,0.011465367799095183,12.857142857142856,35.57142857142857,1326530612.244898,17182392129.944664,7692432000.0,581119000.0,17182392129.944664,33497342.795490205,312294.1899538343,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0279,arm-grid-I-ne-p110,22000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,805.2664140427186,788.7198489117932,1878.8045668289428,2.140777411339737,0.01268294896316739,12.857142857142856,35.57142857142857,1326530612.244898,17604456323.74754,7692432000.0,581119000.0,17604456323.74754,50085575.44874805,367266.87494341884,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0280,arm-grid-I-ne-p110,22000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,622.0259516458009,609.3546214732443,2172.5278298669714,2.4754562479779176,0.013894704154890527,12.857142857142856,35.57142857142857,1326530612.244898,18031079184.387905,7692432000.0,581119000.0,18031079184.387905,62651590.36293591,424683.6104670249,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0281,arm-grid-I-ne-p110,22000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,508.70984609863063,498.43060146986284,2477.7254065260295,2.823209329720786,0.015101233650507402,12.857142857142856,35.57142857142857,1326530612.244898,18462106663.974785,7692432000.0,581119000.0,18462106663.974785,75728646.13003087,484343.3335690723,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0282,arm-grid-I-ne-p110,22000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,434.1272791141544,425.4671006938144,2793.523023516611,3.183040478177807,0.016303039370361674,12.857142857142856,35.57142857142857,1326530612.244898,18897277149.82685,7692432000.0,581119000.0,18897277149.82685,100436775.68446127,546075.142163973,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0283,arm-grid-I-ne-p110,22000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,380.49735295357,373.0031176490423,3119.169006071868,3.5540932081189833,0.017500546296586827,12.857142857142856,35.57142857142857,1326530612.244898,19336320541.134735,7692432000.0,581119000.0,19336320541.134735,126921476.03697309,609732.0996051654,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0284,arm-grid-I-ne-p110,23000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,37028.27044689226,36236.484568011445,1025.8242696699149,1.168861021143866,0.008204446758629389,13.441558441558442,37.188311688311686,1449865069.99494,16824353713.071909,8039613818.181819,581119000.0,16824353713.071909,11822782.312213393,200527.12262599383,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0285,arm-grid-I-ne-p110,23000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,2629.9306440550877,2574.5514094858036,1262.9163676748444,1.439012274114666,0.00932491876498621,13.441558441558442,37.188311688311686,1449865069.99494,17226856094.82368,8039613818.181819,581119000.0,17226856094.82368,22642784.774332024,246873.65352410465,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0286,arm-grid-I-ne-p110,23000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1367.0704610422708,1338.5386692871666,1513.7565649897858,1.7248286052800565,0.010438639624989464,13.441558441558442,37.188311688311686,1449865069.99494,17624043784.94136,8039613818.181819,581119000.0,17624043784.94136,30756746.964350156,295907.6493981612,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0287,arm-grid-I-ne-p110,23000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,926.3453690505528,907.1599249087799,1776.977614992111,2.0247521247258176,0.011546443878829707,13.441558441558442,37.188311688311686,1449865069.99494,18023969402.70875,8039613818.181819,581119000.0,18023969402.70875,39364966.32497007,347361.84221867565,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0288,arm-grid-I-ne-p110,23000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,705.8629661407236,691.4099228628982,2051.4557607606203,2.337502383449847,0.012649004030666662,13.441558441558442,37.188311688311686,1449865069.99494,18427391760.14555,8039613818.181819,581119000.0,18427391760.14555,57459798.93928137,401016.5610843034,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0289,arm-grid-I-ne-p110,23000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,571.0988453363937,559.495062438178,2336.251953232625,2.6620093952188584,0.013746871843733827,13.441558441558442,37.188311688311686,1449865069.99494,18834322695.54842,8039613818.181819,581119000.0,18834322695.54842,69674560.98229031,456688.2416048143,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0290,arm-grid-I-ne-p110,23000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,483.3076378655171,473.6023316346627,2630.570560109807,2.997366588012513,0.014840506995119072,13.441558441558442,37.188311688311686,1449865069.99494,19244604192.134228,8039613818.181819,581119000.0,19244604192.134228,92018838.32444899,514221.35435848625,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0291,arm-grid-I-ne-p110,23000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,419.2929863717613,410.94022134163794,2933.729304731691,3.342796551296038,0.015930297417871275,13.441558441558442,37.188311688311686,1449865069.99494,19658042262.852596,8039613818.181819,581119000.0,19658042262.852596,107678273.89086077,573482.528572561,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0292,arm-grid-I-ne-p110,24000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,3575.959406104822,3500.188148067919,1199.46948484684,1.3667186167667076,0.008523859201409169,14.025974025974024,38.8051948051948,1578681059.2005396,17693575795.092266,8386795636.363636,581119000.0,17693575795.092266,15277493.040459001,234471.1190654666,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0293,arm-grid-I-ne-p110,24000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1655.057500159843,1620.3914756215358,1434.9058612514393,1.6349832810714835,0.009541252183432904,14.025974025974024,38.8051948051948,1578681059.2005396,18071784464.803932,8386795636.363636,581119000.0,18071784464.803932,28187020.21561842,280493.9911282383,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0294,arm-grid-I-ne-p110,24000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1078.6041374109507,1056.1790674710312,1681.5381809308942,1.9160050053092705,0.010553296659312698,14.025974025974024,38.8051948051948,1578681059.2005396,18451239659.46103,8386795636.363636,581119000.0,18451239659.46103,36244817.12037975,328705.435207066,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0295,arm-grid-I-ne-p110,24000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,805.3146311471758,788.7463948599905,1938.3369510566226,2.208610748371123,0.01156061269366418,14.025974025974024,38.8051948051948,1578681059.2005396,18833225942.67241,8386795636.363636,581119000.0,18833225942.67241,52622231.08110921,378904.2070530238,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0296,arm-grid-I-ne-p110,24000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,643.6260529746246,630.4810688227307,2204.444729570787,2.511823509976459,0.012563707075582341,14.025974025974024,38.8051948051948,1578681059.2005396,19217936070.034428,8386795636.363636,581119000.0,19217936070.034428,64021120.07998149,430922.6947331907,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0297,arm-grid-I-ne-p110,24000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,539.7279451233458,528.822667991521,2479.1370228618125,2.8248177760799638,0.013563000607217723,14.025974025974024,38.8051948051948,1578681059.2005396,19605314316.84705,8386795636.363636,581119000.0,19605314316.84705,84211402.03008057,484619.2749465925,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0298,arm-grid-I-ne-p110,24000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,465.23862295721364,455.90945259548647,2761.793906282198,3.1468871822701723,0.014558847343355276,14.025974025974024,38.8051948051948,1578681059.2005396,19995237878.109425,8386795636.363636,581119000.0,19995237878.109425,98797313.20546581,539872.765430844,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0300,arm-transect-T,15400000.0,5.06e+20,9.0,50.0,False,12.7,1.3,0.85,0.07,4091.5179650272967,4004.8313406127327,850.3018046414205,0.9688644196080977,0.016733862275144177,8.999999999999998,24.899999999999995,649999999.9999999,11699701474.340183,5401032000.0,264145000.0,11699701474.340183,8121870.871953981,166216.16322579252,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0301,arm-transect-T,15400000.0,5.06e+20,10.0,50.0,False,12.7,1.3,0.85,0.07,1260.109576920542,1233.773115038196,1117.5838493019878,1.273415182241057,0.01851947904775442,8.999999999999998,24.899999999999995,649999999.9999999,12159328927.069983,5401032000.0,264145000.0,12159328927.069983,13327456.775076715,218464.1953011325,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0302,arm-transect-T,15400000.0,5.06e+20,11.0,50.0,False,12.7,1.3,0.85,0.07,743.3554830106048,728.0645163856008,1416.1195667699358,1.6135775023232137,0.020307161347997992,8.999999999999998,24.899999999999995,649999999.9999999,12639860687.288351,5401032000.0,264145000.0,12639860687.288351,27048888.9827146,276821.6646990804,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0303,arm-transect-T,15400000.0,5.06e+20,12.0,50.0,False,12.7,1.3,0.85,0.07,526.7070845570553,515.9954588077992,1743.5000881468588,1.9866066281035708,0.022098966517318925,8.999999999999998,24.899999999999995,649999999.9999999,13141168462.431578,5401032000.0,264145000.0,13141168462.431578,37664054.97454931,340817.6880887747,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0304,arm-transect-T,15400000.0,5.06e+20,13.0,50.0,False,12.7,1.3,0.85,0.07,411.54534200532476,403.31290405718727,2097.404959405424,2.3898585509111507,0.023896247836296493,8.999999999999998,24.899999999999995,649999999.9999999,13661137736.746998,5401032000.0,264145000.0,13661137736.746998,58633275.47649575,409998.6653916792,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0305,arm-transect-T,15400000.0,5.06e+20,14.0,50.0,False,12.7,1.3,0.85,0.07,338.44955436235335,331.75809086316264,2475.6002028695334,2.8207877963358623,0.0256998561038922,8.999999999999998,24.899999999999995,649999999.9999999,14197511758.683317,5401032000.0,264145000.0,14197511758.683317,74769564.24684112,483927.9008416241,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0306,arm-transect-T,15400000.0,5.06e+20,15.0,50.0,False,12.7,1.3,0.85,0.07,290.8123356870476,285.1640997654419,2875.93383518651,3.2769423172450076,0.027510288350025426,8.999999999999998,24.899999999999995,649999999.9999999,14748130860.144508,5401032000.0,264145000.0,14748130860.144508,103650072.231522,562184.7268424042,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0307,arm-transect-T,15400000.0,5.06e+20,16.0,50.0,False,12.7,1.3,0.85,0.07,256.84472381232916,251.94521511774147,3296.333122469577,3.7559603661940306,0.029327794511275943,8.999999999999998,24.899999999999995,649999999.9999999,15310970562.192635,5401032000.0,264145000.0,15310970562.192635,136254164.01368806,644363.9674057204,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0308,arm-transect-T,15400000.0,5.06e+20,17.0,50.0,False,12.7,1.3,0.85,0.07,231.64221932405198,227.30346291368033,3734.804030084626,4.255569868493794,0.031152452947863275,8.999999999999998,24.899999999999995,649999999.9999999,15884140805.32484,5401032000.0,264145000.0,15884140805.32484,172830787.69425714,730075.8305960366,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0309,arm-transect-T,15400000.0,5.06e+20,18.0,50.0,False,12.7,1.3,0.85,0.07,211.2911295283963,207.38623509361346,4189.432217457127,4.7735895557293055,0.03298422364884674,8.999999999999998,24.899999999999995,649999999.9999999,16465878122.647558,5401032000.0,264145000.0,16465878122.647558,203074100.6161377,818946.1029944598,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0310,arm-transect-T,15400000.0,5.06e+20,19.0,50.0,False,12.7,1.3,0.85,0.07,196.33867926556675,192.77821583421726,4658.384636056484,5.3079307865604965,0.034822985588958064,8.999999999999998,24.899999999999995,649999999.9999999,17054537572.334558,5401032000.0,264145000.0,17054537572.334558,247823195.86295375,910616.4620711548,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0311,arm-transect-T,15400000.0,5.06e+20,20.0,50.0,False,12.7,1.3,0.85,0.07,184.4084054055163,181.12714305041683,5139.911221669152,5.856599474958997,0.03666856306686412,8.999999999999998,24.899999999999995,649999999.9999999,17648585825.505596,5401032000.0,264145000.0,17648585825.505596,296535430.2016979,1004744.8069892352,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0312,arm-transect-T,15400000.0,5.06e+20,21.0,50.0,False,12.7,1.3,0.85,0.07,174.74782083923694,171.69683156352076,5632.346329710662,6.417697725654215,0.03852074436114266,8.999999999999998,24.899999999999995,649999999.9999999,18246595360.178368,5401032000.0,264145000.0,18246595360.178368,349186276.98718023,1101005.5391781495,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0313,arm-transect-T,15400000.0,5.06e+20,22.0,50.0,False,12.7,1.3,0.85,0.07,165.92357794825656,163.06529703939142,6134.109533466823,6.989424743678036,0.040379294884014184,8.999999999999998,24.899999999999995,649999999.9999999,18847239235.05303,5401032000.0,264145000.0,18847239235.05303,392069437.7681618,1199089.7183730907,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0314,arm-transect-T,15400000.0,5.06e+20,23.0,50.0,False,12.7,1.3,0.85,0.07,159.43549853037274,156.74051176198745,6643.705865843334,7.570077109823012,0.0422439665674365,8.999999999999998,24.899999999999995,649999999.9999999,19449286379.65421,5401032000.0,264145000.0,19449286379.65421,452174146.00370955,1298705.1098719705,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
